ID,UniqueId,Nickname,Verified,Title,Description,IsCommerce,Stats,HashtagName,HeartCount,VideoCount,DiggCount,ShareCount,CommentCount,PlayCount,CollectCount
7128571168386239745,,,,,Depp’s own delusional fans paid $ to reveal these disgusting texts #johnnydepp #marilynmanson #fyp #foryou #virginia #deppheard  #unsealed #karma,,[object Object],,,,,,,,
7157214784784551169,,,,,I’m surprised Johnny’s bestie Marilyn Manson hasn’t hired Camille to represent him in his defamation lawsuit against his SA victims #camillevasquez #kanyewest #fyp #foryou #deppheard ,,[object Object],,,,,,,,
7124737666465189121,,,,,"wined, dined, was paid heaps of $ & apparently bff’s with Camille Vasquez lmao … real professional & ethical behaviour right there 💀 #amberheard #johnnydepp #deppheard #virginia #elainebredehoft #shannoncurry #drcurry #darvodepp #borderlinepersonalitydisorder #bpd #fyp #foryou #trend",,[object Object],,,,,,,,
7151051115226778885,,,,,Le procès Depp vs Heard est devenu un film... mais c'était vraiment pas nécessaire. #johnnydepp #amberheard #deppheard,,[object Object],,,,,,,,
7090620587940367658,,,,,#Totinos425 #johnnydepp #jacksparrow #onlyinmycalvins #johnnydeppisinnocent #johnnydepp #amberheard #depp #johnnydepptrial #deppheard #johnnydepptok #justiceforjohnnydepp #johnnydeppcourt #johnnydepptiktok,,[object Object],,,,,,,,
7108828505961499950,,,,,#johnnydepp #johnnydeppfanmail #johnnydeppvsamberheard #johnnydeppforevefr🥺❤️ #jd #jhonny6db ##jd #johnnydeppedit #jhonnydeppcourt #johnnydepplover😍 #jhonny6db #johnnydepptiktoker #justiceforjohnnydepp #justiceforjohnnydepp🙏❤️ #deppheard #justiceforjohnnydepp #deppheard #johnny #justiceforjohnnydepp🙏🐝 #justiceforjhonnyydepp #justiceforjohnnydepp🥺🖤 #justiceforjohnnydepp❣️ #justiceforjohnnydepp✊🏼 #justiceforjohnnydeppvirginia2022 #jd #@johnnydepp #johnnyart #lovejohnnydepp #lovejohnnydepp❤,,[object Object],,,,,,,,
7108968639755341102,,,,,#johnnydepp #johnnydeppfans #johnnydeppvsamberheard #jhonny6db #jd #johnnydeppforevefr🥺❤️ #johnnydeppedit #jhonnydeppcourt #johnnydepplover😍 #jhonny6db #johnnydepptiktoker #justiceforjohnnydepp #justiceforjohnnydepp🙏🐝 #justice4johnnydepp #justiiceforjohnny #justiceforjohnnydepp🥺🖤 #justiceforjohnnydepp❣️ #justiceforjohnnydepp✊🏼 #justiceforjohnnydeppvirginia2022 #amberheardjohnnyde #depp #justiceforjohnnydepp🙏❤️ @johnnydepp #johnnydepplovers🥰🤫 #johnnydepplove #deppheard #deppvheard #john,,[object Object],,,,,,,,
7268707047036751136,,,,,I love Lady Gaga Songs #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #johnnydepptiktok #johnnydeppedit #johnnydepplove #johnnydeppedits #trending #fy #fyp #captainjacksparrow #piratesofthecaribbean #potc ,,[object Object],,,,,,,,
7101760020995493166,,,,,I have no words 😂 #elainebredehoft #johnnydepp #tmz #justiceforjohnnydepp #deppvsheard #deppvsheardtrial #johnnydeppvsamberheard #amberheard #johnnydepptrial #deppheard #fyp,,[object Object],,,,,,,,
7102916454038703406,,,,,Reply to @barbaramariehammond If a witness lies about one thing you can assume they lied about everything.  #verdictwatch #johnnydepp #legalanalysis #attorneylife #deppheard #deppvheard #amberheard,,[object Object],,,,,,,,
7171929585183935790,,,,,Johnny Depp gives testimony about his finger during the Johnny vs Amber court case in 2022. #johnnydepp #depp #jd #johnnydeppfam #johnnydeppfamily #deppfam #deppfamily #johnnydepptrial #johnnydepptrial2022 #depptrial #depptrialhighlights #johnnydeppvsamberheard #johnnydeppvsamberheardtrial #teamjohnnydepp #teamdepp #johnnyvsamber #johnnyvsambertrial #johnnydeppisinnocent #jdisinnocent #johnnydeppvids #johnnydeppvideos #johnnydeppinterview #johnnydepptestimony #johnnydeppcourt #johnnydeppcourtcase #johnnydeppcourtmoments #justiceforjohnnydepp #justiceforjohnny #istandwithjohnnydepp #freejohnnydepp #freejohnny #johnnydeppedit #johnnydeppedits #deppedit #deppedits #jdedits #jdedit #johnnydeppisasurvivor #surviver #survivor #johnnydeppismyhero #hero #heroes #hollywood #hollywoodgossip #hollywoodvampires #neverfeartruth #viral #celebrity #celebrities #celebnews #johnnydeppnews #depplove #johnnydeppforever #jdforever #johnnydeppmovies #johnnydeppart #johnnydeppisthevictim #johnnydeppisabeautifulsoul #narcissist #narktok #narktokadvice #domesticabuseawareness #domesticabusesurvivor #domesticviolenceawareness #domesticviolencesurvivor #f #fyp #foryou #foryoupage #foryoupageofficiall #foryoupageofficial #foryoupagethis #johnnydeppfan #johnnydeppfans #johnnydeppfansworld #johnnydeppfanpage #johnnydepptiktok #johnnydepptikok #depptok #ilovejohnnydepp #johnnydeppisalegend #legend #legends #johnnydeppishot #johnnydeppishotasf #sadedit #johnnydeppisagentlesoul #deppfanforlife #deppfanforever #johnnydeppfan #johnnydeppfans #johnnydeppfansworld #lovejohnny #lovejohnnydepp #johnnydeppsupport #johnnydeppsupportchain #johnnydeppsupporter #johnnydeppsupporters #depphead #deppheads #deppheadsforjohnny #deppheadsforever #deppforever #johnnydeppisthebest #johnnydeppisthevictim #johnnydeppismygrindelwald #amberturd #deppvheard #deppvheardtrial #johnnydepplawyers #depplawyers #lawyers #hearddepptrial #deppheard #deppheardtrial #deppheardverdict #johnnydeppisaboss #boss #johnnycourt #johnnycourtcase #johnnydang #johnnydeep #johnnydeepfan #johnnydeepvsamberheard #respectjohnnydepp #lovejohnny #johnnydeppwonthecase #deppwon #johnnydeppisthebest #freejd #lovejd #court #trial #jdfandubs,,[object Object],,,,,,,,
7102489045590134021,,,,,#johnnydepp #deppheard #justiceforjohnnydepp #crazy #narcissist  #captainjacksparrow #duet #xyzbca #fypシ #deppvheard #camillevasquez #fyp #jasonmamoa   #katemoss #lier #HolidayModeActivated,,[object Object],,,,,,,,
7106575458807860485,,,,,"@shasamyt Hollywood ha cambiato idea, ma cosa deciderà Depp? #cinematok #johnnydepp #deppheard #piratideicaraibi #neiperte #eyetok",,[object Object],,,,,,,,
7108850093490572586,,,,,#johnnydepp #johnnydeppfans #johnnydeppvsamberheard #jd #johnnydeppforevefr🥺❤️ #johnnydeppedit #johnnydeppedit #jhonnydeppcourt #johnnydepplover😍 #jhonny6db #johnnydepptiktoker #justiceforjohnnydepp #justiceforjohnnydepp🙏❤️ #deppheard #johnny #justiceforjohnnydepp🙏🐝 #justiceforjhonnyydepp #justiceforjohnnydepp🥺🖤 #justiceforjohnnydepp❣️ #justiceforjohnnydepp✊🏼 #justiceforjohnnydeppvirginia2022 #jd #johnnyisinnoce #johnnydepp@johnnydepp #justiceforjohnnydepp❤️foryourpage ##loveujohnny❤ #l,,[object Object],,,,,,,,
7101811235447950635,,,,,He’s not interested @mattvalvardi #deppvsheard #deppheardtrial #deppheard #johnnydepp #relationship,,[object Object],,,,,,,,
7102418993864051974,,,,,#johnnydepp #deppheard #justiceforjohnnydepp #crazy #narcissist  #captainjacksparrow #duet #xyzbca #fypシ #deppvheard #camillevasquez #fyp #jasonmamoa   #katemoss #lier #holidaymodeactivated,,[object Object],,,,,,,,
7256454814396075290,,,,,Part 1. Wait for the next part of the music video🤭 #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #deppheads #johnnydepptiktok #johnnydeppedit #johnnydeppedits #johnnydepplove #fy #fyp #trending ,,[object Object],,,,,,,,
7101844075657268526,,,,,These incredible men & women coming foward with the TRUTH 👏👏👏 #johnnydepptrial #deppheard #amberheard #johnnydeppvsamberheard #deppvsheardtrial #deppvsheard #justiceforjohnnydepp #fyp #johnnydepp #arrest,,[object Object],,,,,,,,
7265741043381980449,,,,,Roux😩 THANK U GUYS SO SO MUCH FOR FCKING 8000 FOLLOWER. I CANT BELIEVE IT OMGGGG🫶🏻😭 #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #johnnydepptiktok #johnnydeppedit #johnnydepplove #johnnydeppedits #trending #fy #fyp #roux #chocolate ,,[object Object],,,,,,,,
7101528714487418155,,,,,Reply to @sirena0385  Everything I'm right about I learned on #lawtube Everything I get wrong is my own fault #deppheard #johnnydepptrial #johnnydepp #amberheard #justiceforjohnnydepp #johnnydeppvsamberheard #deppvsheardtrial #deppvsheard,,[object Object],,,,,,,,
7098840064750259502,,,,,"Oh, Elaine! 😂😂 #elainebredehoft #johnnydepp #amberheard #justiceforjohnnydepp #deppvsheard #deppheard #johnnydepptrial",,[object Object],,,,,,,,
7102572263198772522,,,,,#deppheard #deppheardtrial #johnnydeppamberheardtrial #johnnydepptrial #justiceforjohnnydepp #johnnydeppvsamberheard #funny #trumanshow #pardody🏆,,[object Object],,,,,,,,
7102180749629066501,,,,,🗣️ Amber Heard dijo que recibió amenazas de muerte durante el juicio contra Johnny Depp #amberheard #johnnydepp #deppheard #tn,,[object Object],,,,,,,,
7099614972023459073,,,,,"Amber Heard “né” Johnny Depp, luôn nhìn bồi thẩm đoàn, lý do vì đâu? #amberheard #johnnydepp #deppheard #vgttv",,[object Object],,,,,,,,
7089549443078556974,,,,,Johnny Depp explains Coachella during his defamation trial against Amber Heard #fyp #johnnydepp #amberheard #coachella #news #depp #deppheard,,[object Object],,,,,,,,
7101361003799022853,,,,,#justiceforjohnnydepp #jd #johnnydepp #depp #jacksparrow #capitanjacksparrow #sexysimbol #hollywood #deppheard #DI4RI #storytime #johnnydeppisinnocent #disney #dior #piratideicaraibi #diorsauvage #justiceforjohnny #amberheard #johnnydeppfan #johnnydeppforever #johnnydeppvsamberheard #johnnydepplove @johnnydepp.official,,[object Object],,,,,,,,
7139133407711284481,,,,,Reminder that the first one was sent BEFORE the “abuse” began according to your favourite feminist king. That alone should indicate who the real abvser was in the relationship...  #johnnydepp #darvodepp #amberheard #deppheard #fyp #foryou #justiceforamberheard ,,[object Object],,,,,,,,
7269451687880838432,,,,,Glen🤩 #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #johnnydepptiktok #johnnydeppedit #johnnydepplove #johnnydeppedits #trending #fy #fyp #deppheads #glenlantz #nightmareonelmstreet ,,[object Object],,,,,,,,
7260539952272837915,,,,,I LOVE THIS MOVIE #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #deppheads #johnnydepptiktok #johnnydeppedit #johnnydeppedits #johnnydepplove #fy #fyp #trending #blow #gorgejung ,,[object Object],,,,,,,,
7094657551563935022,,,,,#johnnydepp #amberheard #reputationmanagement #deppheard #psychology,,[object Object],,,,,,,,
7101701591962504491,,,,,“Ms. Heard hit me…. Is that better” -JD #depp #justiceforjohnnydepp #johnnydepp #amberturd #deppheard,,[object Object],,,,,,,,
7103150138134236458,,,,,Got us all down bad… #men #women #deppheard #justiceforjohnny #camillevasquez,,[object Object],,,,,,,,
7100958261754580270,,,,,I cannot 🤣🤣🤣. I am done with this witness for now. Goodness  #depp #justiceforjohnnydepp #amberturd #amber #johnnydepp #deppheard,,[object Object],,,,,,,,
7095163634623466798,,,,,#johnnydepp #johnnydepptrial #deppheard #deppvsheard #deppvsturd #deppvheard #captainjacksparrow #kevincostner #johnnydeppupdates #depptrial2022 #depptrialhumor #depptrialupdates #foryourpage #fyp #foryoupage #4upage @thetoniperdikakis,,[object Object],,,,,,,,
7090611831068200238,,,,,#Totinos425 #johnnydepp #jacksparrow #onlyinmycalvins #amberheard #johnnydeppisinnocent #johnnydeppupdates #johnnydepptrial #deppheard #depptrial #johnnydepptok #justiceforjohnnydepp,,[object Object],,,,,,,,
7095149416100678958,,,,,What’s in the bottle amber? 🤨 #amberheard #deppheard #deppheardtrial #amberheardjohnnydepp #amberheardvsjohnnydepp #ambervsjohnny #fyp,,[object Object],,,,,,,,
7098788110183533870,,,,,#amberheard #johnnydepp #deppheard #deppheardtrial #teamjohnny #depp #heard #amberturd #lies #trending #foryou #fyp #trial #crimetok #deppvheard #deppvsheard #depptrial,,[object Object],,,,,,,,
7269081226684681504,,,,,who next?🤭 #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #johnnydepptiktok #johnnydeppedit #johnnydepplove #johnnydeppedits #trending #fy #fyp #deppheads #glenlantz #mortrainey #georgejung #franktupelo ,,[object Object],,,,,,,,
7259803121302474011,,,,,I CANT. Hes so fucking cute in here omg #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #deppheads #johnnydepptiktok #johnnydeppedit #johnnydeppedits #johnnydepplove #fy #fyp #trending ,,[object Object],,,,,,,,
7098046481164209413,,,,,There you go 😂 #MayDogSteppedOnABee #SteppedOnABee #Depp #DeppHeard #DeppHeardTrial #AmberHeard #JonnyDepp #Deadpool #LadyDeadpool,,[object Object],,,,,,,,
7101526133170031914,,,,,Jennifer Howell declaration or why Whitney was big mad. #jenniferhowell #deppvsheard #deppvsheardtrial #johnnydeppvsamberheard #justiceforjohnnydepp #amberheard #johnnydepp #johnnydepptrial #deppheard,,[object Object],,,,,,,,
7266852423187123489,,,,,"🎶Im your biggest fan, I follow you until you love me🎶 #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #johnnydepptiktok #johnnydeppedit #johnnydepplove #johnnydeppedits #trending #fy #fyp #findingneverland ",,[object Object],,,,,,,,
7100958492197932294,,,,,Es ist endlich Montag!!!#deppheard #johnnydepp #justiceforjohnnydepp #deppheardtrial #justice #depp #fy #fyp #viral #soapopera #captainjacksparrow #courthouse #court #virginia #aliceinwonderland #movebitch #mydogsteppedonabee #amberheard #amberturd #abuse #toxic #couple  #justiceforjohnny,,[object Object],,,,,,,,
7167402483998788907,,,,,Johnny Depp testifies that he was broken during the Johnny vs Amber court case in 2022. “I was at the end - I was broken” #johnnydepp #jd #depp #johnnydeppfam #johnnydeppfamily #jdfam #jdfamily #johnnydepptrial #johnnydepptrial2022 #depptrial #depptrialhighlights #johnnydeppvsamberheard #johnnydeppvsamberhead #deppvsheard #deppvsturdtrial #deppvsheardtrial #johnnyvsamber #johnnyvsambertrial #johnnydepisinnocent #jdisinnocent #johnnydeppisasurvivor #survivers #johnnydeppisthevictim #johnnydeppvideos #johnnydepptrial #johnnydeppcourt #johnnydeppcourtcase #johnnydeppedit #johnnydeppedits #deppedit #deppedits #jdedit #jdedits #johnnyedits #johnnydeppfan #johnnydeppfans #johnnydeppfanpage #deppfan #deppfans #deppvheard #amberturd #viral #celebnews #celebrity #hollywood #hollywoodgossip #narcissist #narktok #narktokadvice #depptok #johnnydepptiktok #johnnydepptikok #neverfeartruth #hollywoodvampires #istandwithjohnnydepp #fyp #foryou #foryoupage #foryoupageofficiall #foryoupageofficial #foryoupageoffical #domesticabuseawareness #domesticabusesurvivor #domesticviolenceawareness #domesticviolencesurvivor #johnnydeppforever #johnnydeppismyhero #hero #heroes #johnnydeppisalegend #legend #legends #johnnydeppisabeautifulsoul #johnnydeppforever #deppforever #johnnydeppishot #johnnydeppishotasf #jdishot #jdishotasf #johnnydang #justiceforjohnnydepp #justiceforjohnny #teamjohnnydepp #teamjd #teamdepp #deppteam #freejohnnydepp #freejohnnydepp2022 #johnnydeppismygrindelwald #johnnydeppisthebest #ilovejohnnydepp #depphead #deppheads #deppheadsforjohnny #deppheadsforever #deppheadsforlife #deppheard #deppaddict #deppfanpage #jonnydeppfanpage #johnnydeppisagentlesoul #johnnydeppisaboss #boss #johnnydepptestimony #johnnydeppsupport #johnnydeppsupportchain #johnnydeppsupporter #johnnydeppsuppoerter #deppsupport #deppsupporters #johnnydeppforever #heardvsdepp #depptrial #depptrialupdates #selflove #johnnydepplawyers #depplawyers #lawyers #court #amberheardjohnnydepp #trial #johnnydeppisfree #johnnydeep #johnnydeepfan #johnnydeepfanpage #johnnydeppwonthecase #johnnydeppwon #johnnydeppwonthecourtbattle #lovejohnnydepp #johnnydeppmovies #johnnydeppinterview #johnnydeppart #lovejohnnydepp ,,[object Object],,,,,,,,
7101883016238206251,,,,,A clip from a reality TV show proves Amber abused Whitney. #amberheard #johnnydepptrial #deppheard #johnnydeppvsamberheard #deppvsheardtrial #deppvsheard #justiceforjohnnydepp #johnnydepp #amberheardisanabuser #amberheardisalair #fyp,,[object Object],,,,,,,,
7102527345189342469,,,,,#johnnydepp #deppheard #justiceforjohnnydepp #crazy #narcissist  #captainjacksparrow #duet #xyzbca #fypシ #deppvheard #camillevasquez #fyp #jasonmamoa   #katemoss #lier #HolidayModeActivated,,[object Object],,,,,,,,
7102564847669366022,,,,,#film #johnnydepp #jacksparrow #piratesofthecaribbean #depp #netflix #deppheard,,[object Object],,,,,,,,
7116980341734182150,,,,,"Jeff Beck & Johnny Depp 🤍🖤🤍🖤🤍 At Bergenhus Festning, #Bergen #Norway, july 3, 2022 @johnnydepp #JohnnyDepp #JeffBeck #norvege #johnnydeppforever #guitarhero #lovethis #hollywoodvampires #tiktokguitarist  #johnnydepptiktok #johnnydeppfansworld #Music #Show #Live #louisxv #lafavorite #rockstars #rock #disney #deppheard #album #foryourpage #song #perfect #life #france🇫🇷 #fyp #foryourpage #CamilleVasquez #beauty #johnnydeppamberheardtrial #love  #iloveyoujohnny #fyp #foryou #foryoupage",,[object Object],,,,,,,,
7098089205825359110,,,,,what moments will we obsess over this week?! tbd ¯\_(ツ)_/¯ #deppheard #virginiacourt #themuffinman #steppedonabee #jarofdirt #whoknows,,[object Object],,,,,,,,
7100168452828122373,,,,,❤️JD @johnnydepp.official #justiceforjohnnydepp #jd #johnnydepp #depp #jacksparrow #capitanjacksparrow #sexysimbol #hollywood #deppheard #storytime #DI4RI #johnnydeppisinnocent #disney #piratideicaraibi,,[object Object],,,,,,,,
7143577564274101505,,,,,"“He was appalled. When I told him he kicked you, he cried. It was disgusting and he knows it” - Johnny Depp’s former PA (Stephen Deuters) #johnnydepp #amberheard #deppheard #istandwithamberheard #justiceforamberheard #darvodepp #fyp #foryou ",,[object Object],,,,,,,,
7096700227234712834,,,,,#AmberHeard’s claim about her Dad and #JohnnyDepp. #johnnydepptrial #amberheardtrial #johnnydeppamberheard #news #yahoonews #deppheardtrial #deppheard,,[object Object],,,,,,,,
7104801718025604398,,,,,Lawyer and behavioral analyst talk about Elaine’s interview. #elainebredehoft #deppheard #justice #depp #johnnydepp #amber #amberheard #lawandlumber #spidey #behavioralanalysis,,[object Object],,,,,,,,
7089381173352271147,,,,,#johnnydepptiktok #johnnydepp #johnnydeppisinnocent #amberheard #johnnydeppupdates #johnnydepptrial #deppheard #johnnydeppcourt,,[object Object],,,,,,,,
7104377979727318315,,,,,Twitter is out of hand #greenscreen #fyp #depp #heard #deppheard,,[object Object],,,,,,,,
7098410412063984897,,,,,HUGE ADMISSION BY #TURD! #AmberHeardIsALiar #KarmaTrainIsComing! #JusticeForJohnnyDepp #DeppHeard #JusticeForJohnnyDeppVirginia2022 #AmberAlert #Fraud #Perjury #JohnnyDeppIsInnocent #WeStandWithJohnnyDepp,,[object Object],,,,,,,,
7261672325714611482,,,,,Collab with @mik ⚡︎ I LOVE THIS SMMMM FR #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #deppheads #johnnydepptiktok #johnnydeppedit #johnnydeppedits #johnnydepplove #fy #fyp #trending #collab #johnnydeppcollab #blow #georgejung #theprofessor #richardbrown ,,[object Object],,,,,,,,
7261282197796048155,,,,,SO OBSESSEST WITH THIS NEW JOHNNY DIOR VIDEO #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #deppheads #johnnydepptiktok #johnnydeppedit #johnnydeppedits #johnnydepplove #fy #fyp #trending #diorsauvage #dior #johnnydeppdior #johnnydeppdiorsauvage #diorjohnnydepp ,,[object Object],,,,,,,,
7101718567313296686,,,,,"We're proud of you, #JohnnyDepp #justiceforjohnnydepp #mentoo #abusehasnogender  #deppvsheard #deppvsheardtrial #johnnydeppvsamberheard #amberheard #johnnydepptrial #deppheard",,[object Object],,,,,,,,
7099477084128464134,,,,,#deppheard #johnnydepp #defamation #johnnydeppcase #amberheard #livetrial #deppheardtrial,,[object Object],,,,,,,,
7102834339980922154,,,,,who will Winn Depp v. Heard #johnnydeppvsamberheard #johnnydepp #heardvdepp #deppvheard #johnnydeppincourt #amberheard #depptrial #depptrialupdates #deppheard,,[object Object],,,,,,,,
7136721926285806850,,,,,Replying to @DARVO ❌ Johnny admitting to CUTTING his OWN finger during his jealous rage in Australia.  #johnnydepp #amberheard #deppheard #darvodepp #fyp #foryou #justiceforamberheard  ,,[object Object],,,,,,,,
7089076950760738091,,,,,WAIT - Johnny Depp did DRUGZ?!?! 😦 #deppheard #johnnydepp #amberheard #depptrial #trial @theelazyegg @theelazyegg,,[object Object],,,,,,,,
7166276797296987438,,,,,Johnny Depp testifies while being cross examined by Rottenborn during the Johnny vs Amber court case in 2022. “Festival of Icecream” #johnnydepp #depp #jd #johnnydeppfam #johnnydeppfamily #jdfam #jdfamily #johnnydepptrial #johnnydepptrial2022 #johnnydeppisinnocent #jdisinnocent #justiceforjohnnydepp #justiceforjohnny #teamjohnnydepp #johnnydeppforever #johnnyvsamber #johnnyvsambertrial #benjaminrottenborn #teamjohnnydepp #teamdepp #jdteam #johnnydeppisthevictim #johnnydeppisasurvivor #survivers #viral #hollywood #hollywoodgossip #celebrity #celebnews #johnnydeppvsamberheard #johnnydeppvsamberheardtrial #deppvsheard #deppvsheardtrial #johnnydeppvideos #johnnycourt #johnnycourtcase #deppvsturd #amberturd #istandwithjohnnydepp #ilovejohnnydepp #johnnydeppismyhero #hero #heroes #johnnydeppclip #johnnydeppclips #depptok #johnnydepptiktok #johnnydepptikok #jdedit #jdedits #johnnydeppedit #johnnydeppedits #deppedit #deppedits #johnnyedit #johnnyedits #f #fyp #foryou #foryoupage #foryoupsgeviral #foeyoupagee #foeyoupageofficial #foryoupageofficiall #foryoupageoffical #johnnydeppishot #johnnydeppishotasf #jdishot #jdishotasf #freejohnnydepp #freejohnny #freejohnnydeppakajacksparrow #freejohnnydepp2022 #depptrial #depptrialhighlights #johnnydeppfan #johnnydeppfansworld #deppfan #deppfans #deppfam #deppfamily #narcissist #narktok #narktokadvice #domesticabusesurvivor #domesticabusesurvivor #domesticviolenceawareness #domesticviolencesurvivor #sadedits #johnnydeppincourt #johnnydeppfanpage #deppfanpage #johnnydang #johnnydeppinterview #johnnydeppmusic #hollywoodvampires #neverfeartruth #deppheard #deppehad #deppheadsforjohnny #deppheadsforever #deppheadsforlife #deppheadfam #deppheadfamily #lovejohnnydepp #deppsupport #deppsupporter #deppsupporters #johnnydeppsupportchain #deppaddict #johnnydeppart #johnnydeppmovies #johnnydeppisabeautifulsoul #johnnydeppisaboss #boss #johnnydeppisagentlesoul #johnnydeppisthebest #johnnydeppisalegend #legend #legends #johnnyforever #deppforever #johnnydeep #johnnydeepfan #johnnydeepfanpage #johnnydeppwon #johnnydeppwonthecase #lawyers #court #johnnydeppwonthecourtbattle #justiciaparajohnnydepp #helpjohnnydepp #deppvheard #deppvheardtrial ,,[object Object],,,,,,,,
7099137597779348741,,,,,Omg he doesn’t hold back 🙈 ##johnnydepp #deppheard ##justiceforjohnnydepp #crazy #narcissist  #amberheard #captainjacksparrow #duet #xyzbca #fypシ #deppvheard #joshuadrew #camillevasquez,,[object Object],,,,,,,,
7092547580214660358,,,,,Johns Depp vs. Amber Heard Part 3 #fy#fyp#foryoupage#viral#johnnydepp #amberheard#deppheard,,[object Object],,,,,,,,
7123331375213694214,,,,,someone said he doesnt have style? #johnnydepp #johnnydepptiktok #deppheard #johnnydeppedit #fyp #foryou #deancorso #CapCut,,[object Object],,,,,,,,
7119503464647937282,,,,,His team literally fooled the public into thinking the SA were “new” accusations & everyone mocked her for it…  #amberheard #johnnydepp #deppheard #virginia #abuseawareness #tw #fyp #foryou #uktrial,,[object Object],,,,,,,,
7104617553313451270,,,,,La légende Depp . Love toi forever 🏴‍☠️❤️#justiceforjohnnydepp #piratedescaraibes #deppheard #johnnydepp,,[object Object],,,,,,,,
7120285139153800453,,,,,"Jeff Beck & Johnny Depp  🤍🤍🤍 The Death And Resurrection Show [Műnchen, Tollwood, Sommerfestival, july 13 2022] @Johnny Depp #JohnnyDepp #JeffBeck #tollwood #festival #johnnydeppforever #Killingjoke #hollywoodvampires #johnnydepptiktok #johnnydeppfansworld #hedylamarr #isolation #deathresurrection #johnnydeppamberheardtrial #iloveyoujohnny #tour #Music #Show #Live #heroes #louisxv #lafavorite #rockstars #rock #disney #deppheard #album18 #song #perfect #life #france🇫🇷 #montreux #fyp #foryourpage #CamilleVasquez #album #18album #18 #beauty  #viral #Paris #rome #Italie #monaco #bras #bra #sexytime #sexyshow #funny #funtime #amber #viralvi #worldtour",,[object Object],,,,,,,,
7104264779748920582,,,,,Depp feiert in London - ist er sich des Sieges sicher❓#johnnydepp #amberheard #amberheardjohnnydepp #katemoss #deppheard #deppmoss #johnnydeppkatemoss #prominews #marlymews #gossip #tratschundklatsch,,[object Object],,,,,,,,
7095919548787936555,,,,,Depp already has won in the court of public opinion! #courttv #legalanalysis #depp #johnnydepp #deppheard #deppheardtrial #amberheard #defamation,,[object Object],,,,,,,,
7122851093981302022,,,,,"This Is A Song For Miss Hedy Lamarr ❤️ Johnny Depp ❤️🎼❤️ [Blues Festival, Pordenone, Italy. July 20, 2022] #JeffBeck #JohnnyDepp #Album18 #johnnydeppforever #hollywoodvampires #johnnydepptiktok #johnnydeppfansworld #miss #hedylamarr #isolation #deathresurrection #beck #johnnydeppamberheardtrial #bonjour  #iloveyoujohnny #tour #Music #Show #Live #heroes #louisxv #lafavorite #rockstars #rock #disney #deppheard #song #perfect #life #france🇫🇷 #fyp #foryourpage  #CamilleVasquez #beauty #viral #Paris #best #Italy #Italia #bras #sexytime #sexyshow #funny #funtime #amber #megapint #sexyman #sexy #pordenone #bluesfestival #sexyforever #piratedescaraibes #instagram #mostpopular #piratesofthecarribean #beautifulman #johnnydepplove",,[object Object],,,,,,,,
7099239043224866090,,,,,LINK IN MY BIO! Get your Team Johnny Shirt! #fyp #johnnydepp #trial #deppheard #court #defamation #lawsuit #justiceforjohnnydepp,,[object Object],,,,,,,,
7101799040236539141,,,,,#Riseup #johnnydepp #johnnydeppinocente #justiceforjohnnydepp #depp #deppheard #johnnydeppedit #fyp #fyyyyyyyyyyyyyyyy #beautiful #amomuito,,[object Object],,,,,,,,
7262770745510579489,,,,,Collab with great @CHLOE_DEPP 🌸 !!🫶🏻 #johnnydepp #johnny #justiceforjohnnydepp #istandwithjohnnydepp #depp #deppheard #deppheads #johnnydepptiktok #johnnydeppedit #johnnydepplove #johnnydeppedits #trending #fy #fyp #collab #johnnydeppcollab #johnnydepp2020 #johnnydepp2017 ,,[object Object],,,,,,,,
7101985363337563398,,,,,Was sagt ihr zu all den Vorwürfen?🤔 #johnnydepp #amberheard #amberheardjohnnydepp #deppheard #orlandobloom #keiraknightley #angelinajolie #marlymews #gossip #prominews #klatschundtratsch,,[object Object],,,,,,,,
7114283943855246634,,,,,"#depp#deppheard#depphead#depptrial#depptok##depphead#johnnydepp#deppvsheard#jd#johnnydeppisinnocent#johnnydeppcourt#johnnydepptrial#justiceforjohnnydeppjohnnydeppforeverlove#johnnydeptiktok#johnnydeppamberheardtrial#johnnydeppvirginia2022#amberturd#johnnydeppetit#justiceforjohnnydepp🙏#justiceforjohnnydepp🙏❤️#justiceforjohnnydepp❤️#justiceforjohnnydepp💕#loveujohnny#johnnydeppart#johnnydepphumor#johnnydeppfan#johnnydeppfans#justiceforjohnnydepp#johnnydeppfanpage#johnny#a,berheardjohnnydepp#john",,[object Object],,,,,,,,
